Class_Start,Shower_Duration,DressUp_Duration,Prepare_Items_Duration,Transport_Mode_1,Time_1,Wait_1,Transport_Mode_2,Time_2,Wait_2,Transport_Mode_3,Time_3,Wait_3,Total_Commute_Time,Buffer_Time,WakeUp_Time,Start_Shower,Start_DressUp,Start_Prepare_Items,Leave_Home,Arrive_Class
10:00,9.0,15.0,9,Train,,9,Bus,23,7.0,None,0.0,0,61,15,08:11,08:11,08:20,08:35,08:44,10:00
08:30,15.0,17.0,7,Walk,21.0,0,Car_Private,14,0.0,None,0.0,0,35,5,07:11,07:11,07:26,07:43,07:50,08:30
08:00,13.0,17.0,7,Walk,21.0,0,Car_Private,12,0.0,Motorbike_Private,5.0,0,38,15,06:30,06:30,06:43,07:00,07:07,08:00
10:00,15.0,20.0,8,Walk,8.0,0,Car_Private,19,0.0,Bus,8.0,1,36,15,08:26,08:26,08:41,09:01,09:09,10:00
09:30,6.0,12.0,5,Walk,5.0,0,Car_Private,9,0.0,None,0.0,0,14,5,08:48,08:48,08:54,09:06,09:11,09:30
08:30,10.0,12.0,10,Walk,19.0,0,None,0,0.0,None,0.0,0,19,5,07:34,07:34,07:44,07:56,08:06,08:30
09:30,15.0,13.0,5,Walk,10.0,0,Motorbike_Private,10,0.0,Car_Private,7.0,0,27,15,08:15,08:15,08:30,08:43,08:48,09:30
09:30,11.0,14.0,6,Train,8.0,1,None,0,0.0,None,0.0,0,9,15,08:35,08:35,08:46,09:00,09:06,09:30
09:00,8.0,18.0,8,Car_Private,,0,Motorbike_Private,15,0.0,Bus,21.0,10,64,10,07:12,07:12,07:20,07:38,07:46,09:00
08:30,9.0,,9,Car_Private,16.0,0,Train,20,5.0,Car_Private,23.0,0,64,5,06:47,06:47,06:56,07:12,07:21,08:30
09:00,13.0,20.0,5,Train,25.0,6,Bus,15,5.0,Bus,24.0,5,80,15,06:47,06:47,07:00,07:20,07:25,09:00
08:00,14.0,17.0,6,Train,22.0,3,None,0,0.0,None,0.0,0,25,5,06:53,06:53,07:07,07:24,07:30,08:00
08:00,13.0,20.0,7,Motorbike_Private,22.0,0,None,0,0.0,None,0.0,0,22,5,06:53,06:53,07:06,07:26,07:33,08:00
08:30,11.0,15.0,9,Car_Private,18.0,0,Walk,17,0.0,Bus,12.0,0,47,5,07:03,07:03,07:14,07:29,07:38,08:30
09:30,15.0,17.0,6,Car_Private,25.0,0,Train,15,10.0,None,0.0,0,50,5,07:57,07:57,08:12,08:29,08:35,09:30
08:30,,15.0,8,Bus,,3,Car_Private,7,0.0,None,0.0,0,30,15,07:16,07:16,07:22,07:37,07:45,08:30
08:00,6.0,19.0,5,Walk,22.0,0,Bus,14,6.0,Car_Private,22.0,0,64,5,06:21,06:21,06:27,06:46,06:51,08:00
08:30,15.0,18.0,7,Walk,21.0,0,None,0,0.0,None,0.0,0,21,15,07:14,07:14,07:29,07:47,07:54,08:30
08:00,11.0,13.0,6,Walk,20.0,0,Car_Private,20,0.0,Car_Private,20.0,0,60,15,06:15,06:15,06:26,06:39,06:45,08:00
09:30,11.0,13.0,7,Car_Private,9.0,0,Walk,24,0.0,None,0.0,0,33,15,08:11,08:11,08:22,08:35,08:42,09:30
08:00,7.0,16.0,7,Train,17.0,2,Motorbike_Private,19,0.0,None,0.0,0,38,15,06:37,06:37,06:44,07:00,07:07,08:00
08:00,13.0,13.0,5,Motorbike_Private,11.0,0,Bus,16,2.0,None,0.0,0,29,10,06:50,06:50,07:03,07:16,07:21,08:00
10:00,15.0,15.0,7,Walk,8.0,0,None,0,0.0,None,0.0,0,8,5,09:10,09:10,09:25,09:40,09:47,10:00
10:00,5.0,11.0,10,Bus,23.0,8,Motorbike_Private,14,0.0,None,0.0,0,45,15,08:34,08:34,08:39,08:50,09:00,10:00
08:30,5.0,,9,Motorbike_Private,21.0,0,None,0,0.0,None,0.0,0,21,10,07:31,07:31,07:36,07:50,07:59,08:30
09:30,10.0,20.0,7,Bus,14.0,7,None,0,0.0,None,0.0,0,21,15,08:17,08:17,08:27,08:47,08:54,09:30
08:00,15.0,11.0,9,Bus,,6,None,0,0.0,None,0.0,0,27,10,06:48,06:48,07:03,07:14,07:23,08:00
08:00,12.0,17.0,10,Bus,12.0,6,Car_Private,24,0.0,Bus,17.0,0,59,15,06:07,06:07,06:19,06:36,06:46,08:00
10:00,15.0,,10,Motorbike_Private,20.0,0,Walk,13,,Train,23.0,0,56,5,08:24,08:24,08:39,08:49,08:59,10:00
09:30,6.0,11.0,7,Train,8.0,0,Motorbike_Private,12,0.0,Motorbike_Private,17.0,0,37,5,08:24,08:24,08:30,08:41,08:48,09:30
09:30,,13.0,5,Motorbike_Private,10.0,0,Walk,18,0.0,None,0.0,0,28,10,08:28,08:28,08:34,08:47,08:52,09:30
08:30,5.0,15.0,8,Walk,17.0,0,None,0,0.0,None,0.0,0,17,15,07:30,07:30,07:35,07:50,07:58,08:30
08:00,13.0,17.0,10,Car_Private,20.0,0,None,0,0.0,None,0.0,0,20,10,06:50,06:50,07:03,07:20,07:30,08:00
09:00,7.0,,9,Car_Private,17.0,0,Walk,7,0.0,None,0.0,0,24,10,07:58,07:58,08:05,08:17,08:26,09:00
09:30,7.0,12.0,7,Car_Private,8.0,0,Car_Private,11,0.0,None,0.0,0,19,15,08:30,08:30,08:37,08:49,08:56,09:30
08:30,13.0,12.0,7,Walk,19.0,0,Train,11,,None,0.0,0,39,5,07:14,07:14,07:27,07:39,07:46,08:30
10:00,5.0,17.0,6,Bus,9.0,7,Train,24,,None,0.0,0,43,15,08:34,08:34,08:39,08:56,09:02,10:00
10:00,10.0,20.0,9,Car_Private,21.0,0,Car_Private,12,0.0,None,0.0,0,33,10,08:38,08:38,08:48,09:08,09:17,10:00
10:00,9.0,16.0,8,Car_Private,6.0,0,Walk,12,0.0,None,0.0,0,18,5,09:04,09:04,09:13,09:29,09:37,10:00
08:30,15.0,,9,Car_Private,9.0,0,None,0,0.0,None,0.0,0,9,10,07:28,07:28,07:43,08:02,08:11,08:30
09:30,12.0,14.0,10,Walk,,0,None,0,0.0,None,0.0,0,25,10,08:19,08:19,08:31,08:45,08:55,09:30
08:30,12.0,20.0,6,Motorbike_Private,23.0,0,Walk,10,0.0,None,0.0,0,33,10,07:09,07:09,07:21,07:41,07:47,08:30
08:30,9.0,19.0,6,Car_Private,11.0,0,Walk,20,0.0,Bus,11.0,0,42,5,07:09,07:09,07:18,07:37,07:43,08:30
08:00,15.0,18.0,5,Walk,21.0,0,Bus,19,6.0,None,0.0,0,46,10,06:26,06:26,06:41,06:59,07:04,08:00
09:00,6.0,16.0,9,Car_Private,24.0,0,None,0,0.0,None,0.0,0,24,60,07:55,07:55,08:01,08:17,08:26,09:00
10:00,8.0,10.0,10,Train,18.0,1,Train,7,7.0,None,0.0,0,33,5,08:54,08:54,09:02,09:12,09:22,10:00
09:30,10.0,17.0,8,Motorbike_Private,9.0,0,Bus,9,10.0,Bus,20.0,0,48,5,08:02,08:02,08:12,08:29,08:37,09:30
08:00,6.0,17.0,9,Walk,10.0,0,Walk,14,0.0,Train,10.0,2,36,10,06:42,06:42,06:48,07:05,07:14,08:00
08:00,10.0,11.0,5,Walk,5.0,0,Motorbike_Private,9,0.0,None,0.0,0,14,10,07:10,07:10,07:20,07:31,07:36,08:00
08:00,10.0,15.0,8,Bus,8.0,1,None,0,0.0,None,0.0,0,9,15,07:03,07:03,07:13,07:28,07:36,08:00
08:30,8.0,18.0,10,Train,8.0,8,None,0,0.0,None,0.0,0,16,5,07:33,07:33,07:41,07:59,08:09,08:30
10:00,9.0,18.0,6,Bus,5.0,10,Train,23,4.0,Walk,23.0,0,65,15,08:07,08:07,08:16,08:34,08:40,10:00
09:00,11.0,17.0,9,Car_Private,11.0,0,None,0,0.0,None,0.0,0,11,15,07:57,07:57,08:08,08:25,08:34,09:00
08:00,13.0,12.0,7,Motorbike_Private,,0,Motorbike_Private,12,0.0,None,0.0,0,23,15,06:50,06:50,07:03,07:15,07:22,08:00
08:00,14.0,14.0,10,Motorbike_Private,13.0,0,None,0,,None,0.0,0,13,10,06:59,06:59,07:13,07:27,07:37,08:00
08:00,7.0,10.0,7,Car_Private,18.0,0,Motorbike_Private,13,0.0,None,0.0,0,31,5,07:00,07:00,07:07,07:17,07:24,08:00
08:30,,13.0,9,Car_Private,5.0,0,None,0,0.0,None,0.0,0,5,5,07:51,07:51,07:58,08:11,08:20,08:30
08:00,5.0,17.0,6,Walk,22.0,0,Walk,19,0.0,None,0.0,0,41,10,06:41,06:41,06:46,07:03,07:09,08:00
09:30,10.0,15.0,6,Bus,22.0,5,Walk,18,0.0,None,0.0,0,45,15,07:59,07:59,08:09,08:24,08:30,09:30
08:00,9.0,10.0,8,Car_Private,17.0,0,None,0,0.0,None,0.0,0,17,10,07:06,07:06,07:15,07:25,07:33,08:00
09:00,13.0,10.0,6,Motorbike_Private,12.0,0,None,0,0.0,None,0.0,0,12,10,08:09,08:09,08:22,08:32,08:38,09:00
08:00,8.0,13.0,9,Bus,5.0,2,Motorbike_Private,23,0.0,None,0.0,0,30,10,06:50,06:50,06:58,07:11,07:20,08:00
08:00,10.0,14.0,8,Train,14.0,7,Walk,25,,Motorbike_Private,6.0,0,52,5,06:31,06:31,06:41,06:55,07:03,08:00
08:00,14.0,15.0,7,Car_Private,20.0,0,Walk,18,0.0,Train,19.0,10,67,60,06:12,06:12,06:26,06:41,06:48,08:00
08:30,13.0,15.0,9,Car_Private,7.0,0,Train,12,2.0,Motorbike_Private,6.0,0,27,10,07:16,07:16,07:29,07:44,07:53,08:30
08:30,5.0,,8,Bus,21.0,4,Bus,16,9.0,Motorbike_Private,24.0,0,74,15,06:36,06:36,06:41,06:53,07:01,08:30
09:00,11.0,16.0,9,Walk,14.0,0,None,0,0.0,None,0.0,0,14,15,07:55,07:55,08:06,08:22,08:31,09:00
10:00,8.0,13.0,6,Motorbike_Private,7.0,0,Walk,5,,None,0.0,0,12,15,09:06,09:06,09:14,09:27,09:33,10:00
10:00,8.0,14.0,9,Car_Private,17.0,0,None,0,0.0,None,0.0,0,17,15,08:57,08:57,09:05,09:19,09:28,10:00
10:00,9.0,14.0,10,Bus,20.0,3,None,0,0.0,None,0.0,0,23,15,08:49,08:49,08:58,09:12,09:22,10:00
08:30,,10.0,8,Motorbike_Private,8.0,0,None,0,0.0,None,0.0,0,8,10,07:44,07:44,07:54,08:04,08:12,08:30
09:00,,19.0,6,Walk,15.0,0,None,0,0.0,None,0.0,0,15,5,08:01,08:01,08:15,08:34,08:40,09:00
08:30,5.0,17.0,10,Car_Private,25.0,0,Motorbike_Private,24,0.0,None,0.0,0,49,10,06:59,06:59,07:04,07:21,07:31,08:30
10:00,6.0,13.0,8,Motorbike_Private,7.0,0,None,0,0.0,None,0.0,0,7,10,09:16,09:16,09:22,09:35,09:43,10:00
10:00,14.0,10.0,7,Car_Private,5.0,0,None,0,0.0,None,0.0,0,5,10,09:14,09:14,09:28,09:38,09:45,10:00
10:00,5.0,17.0,10,Car_Private,5.0,0,None,0,0.0,None,0.0,0,5,15,09:08,09:08,09:13,09:30,09:40,10:00
09:00,11.0,18.0,9,Motorbike_Private,10.0,0,Train,19,,None,0.0,0,31,10,07:41,07:41,07:52,08:10,08:19,09:00
08:30,8.0,20.0,8,Walk,20.0,0,Walk,22,0.0,Car_Private,17.0,0,59,10,06:45,06:45,06:53,07:13,07:21,08:30
08:00,8.0,,9,Walk,23.0,0,None,0,0.0,None,0.0,0,23,5,07:02,07:02,07:10,07:23,07:32,08:00
09:00,9.0,10.0,6,Car_Private,19.0,0,None,0,0.0,None,0.0,0,19,10,08:06,08:06,08:15,08:25,08:31,09:00
09:00,8.0,17.0,10,Motorbike_Private,7.0,0,Car_Private,18,0.0,None,0.0,0,25,15,07:45,07:45,07:53,08:10,08:20,09:00
09:30,12.0,12.0,9,Train,,2,Bus,18,9.0,None,,0,45,10,08:02,08:02,08:14,08:26,08:35,09:30
08:00,13.0,13.0,5,Motorbike_Private,25.0,0,None,0,,None,0.0,0,25,15,06:49,06:49,07:02,07:15,07:20,08:00
08:30,14.0,15.0,7,Train,21.0,5,Bus,13,8.0,Train,25.0,8,80,5,06:29,06:29,06:43,06:58,07:05,08:30
09:30,11.0,15.0,6,Bus,16.0,3,None,0,0.0,None,0.0,0,19,10,08:29,08:29,08:40,08:55,09:01,09:30
10:00,6.0,18.0,5,Bus,14.0,4,Car_Private,13,0.0,Bus,9.0,5,45,10,08:36,08:36,08:42,09:00,09:05,10:00
09:00,11.0,12.0,9,Train,23.0,10,None,0,0.0,None,0.0,0,33,10,07:45,07:45,07:56,08:08,08:17,09:00
08:00,12.0,19.0,9,Walk,6.0,0,None,0,0.0,None,0.0,0,6,10,07:04,07:04,07:16,07:35,07:44,08:00
08:30,13.0,15.0,8,Train,9.0,5,Motorbike_Private,17,0.0,Car_Private,12.0,0,43,10,07:01,07:01,07:14,07:29,07:37,08:30
10:00,15.0,14.0,5,Car_Private,,0,None,0,0.0,None,0.0,0,14,5,09:07,09:07,09:22,09:36,09:41,10:00
08:00,9.0,20.0,6,Car_Private,16.0,0,Bus,24,0.0,Car_Private,24.0,0,64,10,06:11,06:11,06:20,06:40,06:46,08:00
08:30,12.0,10.0,9,Car_Private,25.0,0,Bus,19,9.0,Motorbike_Private,,0,59,15,06:45,06:45,06:57,07:07,07:16,08:30
09:30,8.0,15.0,6,Motorbike_Private,9.0,0,None,0,0.0,None,0.0,0,9,10,08:42,08:42,08:50,09:05,09:11,09:30
08:30,10.0,15.0,6,Motorbike_Private,,0,None,0,,None,0.0,0,14,5,07:40,07:40,07:50,08:05,08:11,08:30
10:00,11.0,13.0,10,Train,15.0,7,Bus,21,4.0,Car_Private,23.0,0,70,5,08:11,08:11,08:22,08:35,08:45,10:00
08:30,8.0,20.0,10,Car_Private,15.0,0,Motorbike_Private,15,0.0,Car_Private,21.0,0,51,5,06:56,06:56,07:04,07:24,07:34,08:30
09:00,,16.0,5,Car_Private,19.0,0,Motorbike_Private,5,0.0,Motorbike_Private,23.0,0,47,10,07:37,07:37,07:42,07:58,08:03,09:00
09:00,6.0,20.0,9,Train,18.0,10,Walk,6,0.0,Motorbike_Private,5.0,0,39,10,07:36,07:36,07:42,08:02,08:11,09:00
10:00,12.0,14.0,5,Motorbike_Private,9.0,0,Bus,12,6.0,Bus,9.0,7,43,10,08:36,08:36,08:48,09:02,09:07,10:00
08:30,13.0,17.0,10,Car_Private,24.0,0,None,0,0.0,None,0.0,0,24,5,07:21,07:21,07:34,07:51,08:01,08:30
09:30,8.0,15.0,6,Bus,6.0,3,None,0,0.0,None,0.0,0,9,10,08:42,08:42,08:50,09:05,09:11,09:30
10:00,12.0,16.0,5,Motorbike_Private,16.0,0,Motorbike_Private,25,0.0,Motorbike_Private,6.0,0,47,15,08:25,08:25,08:37,08:53,08:58,10:00
08:30,10.0,16.0,10,Motorbike_Private,6.0,0,Train,7,5.0,None,0.0,0,18,10,07:26,07:26,07:36,07:52,08:02,08:30
09:30,10.0,17.0,8,Train,12.0,5,None,0,,None,0.0,0,17,5,08:33,08:33,08:43,09:00,09:08,09:30
09:00,6.0,18.0,9,Walk,6.0,0,Car_Private,13,0.0,None,0.0,0,19,15,07:53,07:53,07:59,08:17,08:26,09:00
09:30,11.0,17.0,6,Walk,22.0,0,Walk,5,0.0,None,0.0,0,27,15,08:14,08:14,08:25,08:42,08:48,09:30
08:00,8.0,10.0,6,Motorbike_Private,10.0,0,Motorbike_Private,19,0.0,Train,8.0,0,37,15,06:44,06:44,06:52,07:02,07:08,08:00
08:00,12.0,11.0,7,Walk,10.0,0,None,0,0.0,None,0.0,0,10,15,07:05,07:05,07:17,07:28,07:35,08:00
09:30,11.0,19.0,8,Bus,22.0,2,Motorbike_Private,10,0.0,Motorbike_Private,16.0,0,50,10,07:52,07:52,08:03,08:22,08:30,09:30
09:00,15.0,17.0,6,Train,9.0,2,Train,20,1.0,None,0.0,0,32,15,07:35,07:35,07:50,08:07,08:13,09:00
08:30,13.0,13.0,5,Walk,18.0,0,None,0,0.0,None,,0,18,10,07:31,07:31,07:44,07:57,08:02,08:30
08:00,5.0,10.0,7,Walk,8.0,0,None,0,0.0,None,0.0,0,8,10,07:20,07:20,07:25,07:35,07:42,08:00
08:30,7.0,13.0,10,Train,11.0,4,Bus,12,0.0,None,0.0,0,27,10,07:23,07:23,07:30,07:43,07:53,08:30
08:30,12.0,13.0,8,Walk,13.0,0,Train,8,0.0,Car_Private,21.0,0,42,10,07:05,07:05,07:17,07:30,07:38,08:30
09:00,13.0,11.0,6,Motorbike_Private,16.0,0,Train,9,1.0,Bus,14.0,9,49,15,07:26,07:26,07:39,07:50,07:56,09:00
09:30,9.0,14.0,10,Train,15.0,8,Train,14,5.0,Car_Private,8.0,0,50,15,07:52,07:52,08:01,08:15,08:25,09:30
10:00,9.0,11.0,10,Car_Private,5.0,0,None,0,0.0,None,0.0,0,5,10,09:15,09:15,09:24,09:35,09:45,10:00
09:30,7.0,19.0,5,Car_Private,6.0,0,Motorbike_Private,13,0.0,None,0.0,0,19,10,08:30,08:30,08:37,08:56,09:01,09:30
09:00,8.0,11.0,9,Car_Private,16.0,0,None,0,0.0,None,0.0,0,16,10,08:06,08:06,08:14,08:25,08:34,09:00
08:30,13.0,14.0,5,Car_Private,14.0,0,Motorbike_Private,19,,None,0.0,0,33,5,07:20,07:20,07:33,07:47,07:52,08:30
08:30,7.0,15.0,10,Walk,,0,Motorbike_Private,25,0.0,None,0.0,0,43,15,07:00,07:00,07:07,07:22,07:32,08:30
10:00,15.0,12.0,10,Bus,13.0,2,None,0,0.0,None,0.0,0,15,15,08:53,08:53,09:08,09:20,09:30,10:00
09:30,8.0,18.0,9,Bus,23.0,2,Train,9,9.0,None,0.0,0,43,5,08:07,08:07,08:15,08:33,08:42,09:30
09:30,12.0,10.0,5,Walk,10.0,0,Car_Private,15,0.0,None,0.0,0,25,5,08:33,08:33,08:45,08:55,09:00,09:30
09:00,8.0,14.0,6,Motorbike_Private,10.0,0,Train,12,3.0,Bus,21.0,4,50,10,07:32,07:32,07:40,07:54,08:00,09:00
09:00,11.0,15.0,6,Bus,12.0,1,Car_Private,21,0.0,None,0.0,0,34,10,07:44,07:44,07:55,08:10,08:16,09:00
09:00,8.0,19.0,8,Walk,11.0,0,Walk,7,0.0,None,0.0,0,18,10,07:57,07:57,08:05,08:24,08:32,09:00
08:00,13.0,14.0,9,Train,24.0,9,Car_Private,25,0.0,Train,20.0,0,78,10,05:56,05:56,06:09,06:23,06:32,08:00
08:30,8.0,14.0,8,Motorbike_Private,17.0,0,Walk,8,0.0,Train,21.0,9,55,15,06:50,06:50,06:58,07:12,07:20,08:30
10:00,14.0,12.0,7,Walk,23.0,0,Car_Private,18,,None,0.0,0,41,5,08:41,08:41,08:55,09:07,09:14,10:00
08:30,10.0,,7,Motorbike_Private,22.0,0,None,0,0.0,None,,0,22,15,07:18,07:18,07:28,07:46,07:53,08:30
08:00,6.0,18.0,10,Car_Private,20.0,0,Motorbike_Private,10,0.0,Train,13.0,0,43,10,06:33,06:33,06:39,06:57,07:07,08:00
09:30,6.0,17.0,7,Walk,20.0,0,None,0,0.0,None,0.0,0,20,15,08:25,08:25,08:31,08:48,08:55,09:30
08:30,7.0,18.0,5,Bus,,5,None,0,,None,0.0,0,26,15,07:19,07:19,07:26,07:44,07:49,08:30
09:00,15.0,17.0,10,Walk,6.0,0,Car_Private,20,0.0,Car_Private,14.0,0,40,5,07:33,07:33,07:48,08:05,08:15,09:00
09:00,12.0,18.0,9,Car_Private,22.0,0,Train,9,9.0,None,0.0,0,40,15,07:26,07:26,07:38,07:56,08:05,09:00
08:00,9.0,15.0,8,Car_Private,8.0,0,Train,20,0.0,None,0.0,0,28,10,06:50,06:50,06:59,07:14,07:22,08:00
09:30,15.0,12.0,10,Car_Private,12.0,0,None,0,,None,0.0,0,12,10,08:31,08:31,08:46,08:58,09:08,09:30
08:30,11.0,10.0,9,Train,10.0,4,Train,10,0.0,Train,10.0,1,35,10,07:15,07:15,07:26,07:36,07:45,08:30
09:30,6.0,19.0,5,Train,20.0,3,Car_Private,24,0.0,Car_Private,15.0,0,62,15,07:43,07:43,07:49,08:08,08:13,09:30
10:00,12.0,17.0,8,Train,9.0,10,None,0,0.0,None,0.0,0,19,5,08:59,08:59,09:11,09:28,09:36,10:00
09:30,5.0,12.0,7,Train,15.0,8,Bus,8,2.0,None,0.0,0,33,15,08:18,08:18,08:23,08:35,08:42,09:30
10:00,9.0,11.0,5,Bus,20.0,8,Motorbike_Private,16,0.0,None,0.0,0,44,15,08:36,08:36,08:45,08:56,09:01,10:00
08:00,14.0,12.0,9,Walk,14.0,0,Motorbike_Private,21,0.0,None,0.0,0,35,5,06:45,06:45,06:59,07:11,07:20,08:00
10:00,11.0,15.0,7,Train,10.0,2,Bus,6,1.0,None,0.0,0,19,10,08:58,08:58,09:09,09:24,09:31,10:00
09:30,5.0,15.0,8,Car_Private,18.0,0,Bus,16,7.0,Motorbike_Private,,0,62,5,07:55,07:55,08:00,08:15,08:23,09:30
08:30,10.0,11.0,9,Walk,25.0,0,None,0,0.0,None,0.0,0,25,5,07:30,07:30,07:40,07:51,08:00,08:30
08:00,15.0,10.0,7,Bus,7.0,10,None,0,0.0,None,0.0,0,17,10,07:01,07:01,07:16,07:26,07:33,08:00
08:30,13.0,13.0,10,Motorbike_Private,11.0,0,Bus,14,6.0,Walk,17.0,0,48,10,06:56,06:56,07:09,07:22,07:32,08:30
08:00,15.0,20.0,5,Motorbike_Private,7.0,0,Bus,14,6.0,Bus,6.0,1,34,15,06:31,06:31,06:46,07:06,07:11,08:00
08:00,6.0,11.0,10,Bus,9.0,6,Car_Private,13,0.0,Train,,8,56,15,06:22,06:22,06:28,06:39,06:49,08:00
10:00,8.0,20.0,6,Walk,15.0,0,Train,20,8.0,None,0.0,0,43,10,08:33,08:33,08:41,09:01,09:07,10:00
08:30,6.0,11.0,8,Motorbike_Private,21.0,0,None,0,0.0,None,,0,21,10,07:34,07:34,07:40,07:51,07:59,08:30
09:30,9.0,15.0,5,Car_Private,,0,None,0,0.0,None,,0,17,10,08:34,08:34,08:43,08:58,09:03,09:30
09:30,5.0,13.0,10,Bus,13.0,1,Train,5,3.0,None,0.0,0,22,5,08:35,08:35,08:40,08:53,09:03,09:30
09:00,6.0,10.0,6,Bus,20.0,4,Motorbike_Private,14,0.0,None,0.0,0,38,15,07:45,07:45,07:51,08:01,08:07,09:00
08:00,14.0,16.0,6,Car_Private,10.0,0,Car_Private,25,0.0,None,0.0,0,35,10,06:39,06:39,06:53,07:09,07:15,08:00
09:00,10.0,20.0,6,Car_Private,15.0,0,Bus,11,9.0,Train,8.0,8,51,10,07:23,07:23,07:33,07:53,07:59,09:00
10:00,6.0,20.0,5,Car_Private,18.0,0,Car_Private,25,0.0,Motorbike_Private,12.0,0,55,15,08:19,08:19,08:25,08:45,08:50,10:00
09:00,8.0,17.0,8,Bus,21.0,9,None,0,0.0,None,0.0,0,30,10,07:47,07:47,07:55,08:12,08:20,09:00
08:00,8.0,15.0,7,Car_Private,14.0,0,Walk,18,0.0,Walk,7.0,0,39,5,06:46,06:46,06:54,07:09,07:16,08:00
10:00,15.0,11.0,10,Walk,9.0,0,Train,12,8.0,Motorbike_Private,15.0,0,44,15,08:25,08:25,08:40,08:51,09:01,10:00
09:00,10.0,16.0,9,Walk,23.0,0,Walk,8,0.0,None,0.0,0,31,5,07:49,07:49,07:59,08:15,08:24,09:00
09:30,10.0,13.0,10,Bus,9.0,7,Car_Private,23,0.0,Motorbike_Private,12.0,0,51,5,08:01,08:01,08:11,08:24,08:34,09:30
08:00,6.0,16.0,10,Train,23.0,7,Walk,6,0.0,None,0.0,0,36,10,06:42,06:42,06:48,07:04,07:14,08:00
10:00,10.0,16.0,8,Motorbike_Private,10.0,0,Walk,11,0.0,None,0.0,0,21,15,08:50,08:50,09:00,09:16,09:24,10:00
10:00,10.0,19.0,8,Walk,13.0,0,Walk,24,0.0,None,0.0,0,37,10,08:36,08:36,08:46,09:05,09:13,10:00
09:00,7.0,15.0,5,Car_Private,13.0,0,Motorbike_Private,23,0.0,Train,7.0,10,53,10,07:30,07:30,07:37,07:52,07:57,09:00
08:00,9.0,16.0,6,Motorbike_Private,19.0,0,None,0,0.0,None,0.0,0,19,10,07:00,07:00,07:09,07:25,07:31,08:00
10:00,12.0,19.0,5,Bus,14.0,4,Bus,17,0.0,Motorbike_Private,8.0,0,43,15,08:26,08:26,08:38,08:57,09:02,10:00
08:00,6.0,15.0,5,Car_Private,6.0,0,Motorbike_Private,21,0.0,Bus,24.0,8,59,5,06:30,06:30,06:36,06:51,06:56,08:00
